ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
14.29299,5.98884,8.000138,4.639783,4.560229,15.88914,0.2791605,38.86922,6.102517,ACCELERATE
12.78107,5.644247,10.91095,4.580689,4.655904,15.81277,0.2791607,40.37601,6.203807,ACCELERATE
11.59565,5.299139,-1,4.445529,4.845657,15.7207,0.2791606,41.89363,6.305901,LEFT_ACCELERATE
11.37613,5.148846,-1,4.294024,4.982787,15.53359,0.2791692,43.29276,6.400811,LEFT_ACCELERATE
12.09019,5.257517,-1,4.215242,5.007432,15.10981,0.2791945,44.82496,6.507877,LEFT_ACCELERATE
12.84222,5.491005,10.54843,4.265501,4.931684,14.52767,0.2791887,46.1271,6.603898,LEFT_ACCELERATE
12.77369,5.555392,10.90283,4.358364,4.844818,13.81098,0.2791771,47.40894,6.702585,LEFT_ACCELERATE
11.60867,5.315522,-1,4.370154,4.87233,13.04963,0.279166,48.72436,6.804643,ACCELERATE
10.39795,4.960044,-1,4.264562,5.074315,12.32275,0.2791605,50.00975,6.903792,LEFT_ACCELERATE
9.980029,4.726224,-1,4.091211,5.271162,11.5526,0.2791657,51.21774,7.000082,LEFT_ACCELERATE
10.4169,4.677145,-1,3.932441,5.367709,10.56442,0.2791904,52.40993,7.104331,LEFT_ACCELERATE
11.71154,4.87773,19.71705,3.900573,5.319381,9.472832,0.2792052,53.35022,7.201424,LEFT_ACCELERATE
12.9149,5.148563,10.51893,3.990349,5.207891,8.212353,0.2791901,54.14545,7.301756,LEFT_ACCELERATE
13.18872,5.264622,10.10994,4.104599,5.099662,6.912328,0.2791777,54.82091,7.400189,LEFT_ACCELERATE
12.77429,5.168679,10.92523,4.139455,5.077612,5.514316,0.2791674,55.50071,7.504587,LEFT_ACCELERATE
14.00324,5.266667,9.875274,4.161998,5.054382,4.140618,0.279171,56.04548,7.603959,LEFT_ACCELERATE
15.13814,5.281775,9.560642,4.194003,5.016883,2.663679,0.2791694,56.49623,7.707693,LEFT_ACCELERATE
17.06883,5.277776,9.214245,4.196859,5.025151,1.26175,0.2791696,56.85139,7.804865,LEFT_ACCELERATE
-1,5.445819,8.332551,4.231563,4.973513,-0.1553681,0.2791734,57.06957,7.901278,LEFT_ACCELERATE
-1,5.476429,8.048946,4.274977,4.934186,-1.664328,0.2791685,57.21387,8.003078,LEFT_ACCELERATE
-1,5.649776,7.564865,4.291406,4.922737,-3.133332,0.2791677,57.28838,8.101914,LEFT_ACCELERATE
-1,6.159928,6.851884,4.362161,4.837854,-4.596516,0.2791714,57.23108,8.200326,LEFT_ACCELERATE
-1,6.46512,6.54702,4.470572,4.731682,-6.088866,0.2791643,57.12536,8.300787,ACCELERATE
-1,6.58954,6.427883,4.557703,4.644507,-7.6207,0.2791624,57.04024,8.403797,ACCELERATE
-1,6.67697,6.343996,4.619653,4.582489,-9.063281,0.2791604,56.97766,8.500742,ACCELERATE
-1,6.754634,6.269452,4.674418,4.527678,-10.56717,0.2791611,56.92399,8.601772,ACCELERATE
-1,6.821186,6.205556,4.721088,4.480982,-12.06487,0.2791605,56.87806,8.702368,ACCELERATE
-1,6.881343,6.147818,4.763101,4.438954,-13.60315,0.2791602,56.83595,8.80568,ACCELERATE
-1,6.935421,6.095922,4.800744,4.401301,-15.09686,0.2791601,56.79829,8.905992,ACCELERATE
-1,6.982964,6.050316,4.833761,4.36828,-16.50114,0.2791606,56.7648,9.000296,ACCELERATE
-1,7.032808,6.002515,4.868309,4.333729,-17.98773,0.279159,56.73071,9.100123,ACCELERATE
-1,7.066459,5.954147,4.903252,4.298786,-19.56651,0.2791601,56.69552,9.206141,ACCELERATE
19.22641,7.030257,5.943167,4.934246,4.267793,-20.98201,0.2791595,56.66457,9.301194,ACCELERATE
17.65883,6.892529,6.094476,4.96814,4.2339,-22.50438,0.2791605,56.63169,9.403423,ACCELERATE
16.19925,6.678598,6.476827,4.999114,4.202629,-23.96826,0.2791601,56.60034,9.501724,ACCELERATE
14.6684,6.37289,7.311364,4.990316,4.215748,-25.51425,0.2791597,56.56709,9.605537,LEFT_ACCELERATE
13.89329,6.19576,8.051112,4.936714,4.273565,-26.92592,0.2791616,56.5,9.700464,LEFT_ACCELERATE
14.06239,6.256803,7.764999,4.921004,4.287245,-28.47413,0.2791737,56.27668,9.805692,LEFT_ACCELERATE
13.88595,6.282651,7.884083,4.94958,4.252363,-29.86357,0.2791725,55.93481,9.901852,LEFT_ACCELERATE
12.65413,5.994986,-1,4.936258,4.302854,-31.30408,0.2791634,55.54643,10.00203,LEFT_ACCELERATE
11.71555,5.689764,-1,4.827851,4.464291,-32.78305,0.2791629,55.1269,10.10528,LEFT_ACCELERATE
11.33718,5.51576,-1,4.695962,4.600986,-34.13998,0.2791656,54.62987,10.20239,LEFT_ACCELERATE
10.65599,5.238779,-1,4.553935,4.802407,-35.49588,0.2791678,54.04863,10.30148,LEFT_ACCELERATE
10.69666,5.11459,-1,4.37422,4.945667,-36.83445,0.2791827,53.31148,10.40429,LEFT_ACCELERATE
11.64552,5.243915,-1,4.294772,4.942614,-37.97333,0.2792057,52.43626,10.50107,LEFT_ACCELERATE
13.3144,5.636395,9.473495,4.373141,4.824554,-38.97601,0.279209,51.32686,10.6019,LEFT_ACCELERATE
14.58397,6.025651,7.904628,4.568789,4.63678,-39.80164,0.2791919,50.09113,10.70195,LEFT_ACCELERATE
15.89203,6.418036,6.97403,4.787977,4.42527,-40.49679,0.2791904,48.76778,10.80252,LEFT_ACCELERATE
19.93668,7.138058,5.800816,5.114281,4.149494,-41.00832,0.2791989,47.31375,10.90633,LEFT_ACCELERATE
-1,7.73497,5.09639,5.478147,3.806932,-41.31577,0.2791859,45.93949,11.00104,LEFT_ACCELERATE
-1,7.972398,4.762291,5.797056,3.449606,-41.57937,0.2791722,44.44659,11.10286,LEFT_ACCELERATE
-1,7.928247,4.747802,5.978101,3.234111,-41.84079,0.2791624,42.99128,11.20215,LEFT_ACCELERATE
-1,7.964603,4.68018,6.106205,3.092421,-42.05305,0.279163,41.52258,11.30181,LEFT_ACCELERATE
-1,7.71558,5.018216,6.14746,3.058646,-42.2674,0.2791619,40.04357,11.40215,ACCELERATE
-1,7.439604,5.41675,6.09218,3.160596,-42.49886,0.2791613,38.58031,11.50161,ACCELERATE
-1,7.131901,5.86158,5.940074,3.390004,-42.747,0.2791605,37.09093,11.60298,ACCELERATE
-1,6.836985,6.288131,5.715469,3.6361,-42.99576,0.27916,35.64462,11.70151,ACCELERATE
-1,6.531682,6.72068,5.446963,3.899903,-43.25258,0.2791603,34.16896,11.80207,LEFT_ACCELERATE
-1,6.496794,6.645479,5.197536,4.081626,-43.45442,0.2791622,32.69262,11.90218,LEFT_ACCELERATE
-1,6.955036,6.030677,5.097841,4.108359,-43.502,0.2791753,31.21326,12.00175,LEFT_ACCELERATE
-1,7.543215,5.529299,5.183934,4.019701,-43.41072,0.2791701,29.66626,12.10587,LEFT_ACCELERATE
-1,7.750988,5.351162,5.290103,3.915474,-43.30824,0.2791644,28.22194,12.20309,ACCELERATE
-1,7.877469,5.232402,5.377872,3.827622,-43.22171,0.2791615,26.73604,12.30302,ACCELERATE
-1,7.985327,5.130996,5.452808,3.752611,-43.14718,0.2791607,25.23961,12.40361,ACCELERATE
-1,8.080953,5.041257,5.518891,3.686483,-43.08099,0.2791603,23.74849,12.50382,ACCELERATE
-1,8.171647,4.95625,5.581319,3.624027,-43.0182,0.2791605,22.21061,12.60715,ACCELERATE
-1,8.255372,4.877867,5.638788,3.566542,-42.96148,0.2791602,20.73811,12.70608,ACCELERATE
-1,8.231853,4.861855,5.683778,3.518778,-42.91673,0.2791612,19.30007,12.80268,RIGHT_ACCELERATE
-1,8.163382,4.890542,5.69816,3.502604,-42.9016,0.2791608,17.75216,12.90661,ACCELERATE
-1,8.153388,4.889034,5.710448,3.489971,-42.88975,0.2791599,16.32393,13.00249,RIGHT_ACCELERATE
-1,7.937117,5.03587,5.687756,3.513075,-42.91452,0.2791606,14.82099,13.10342,ACCELERATE
-1,7.892067,5.08145,5.656913,3.543951,-42.94508,0.2791604,13.35574,13.20181,ACCELERATE
-1,7.853357,5.121403,5.628798,3.572057,-42.97387,0.2791599,11.79913,13.30633,RIGHT_ACCELERATE
-1,7.599134,5.332202,5.585738,3.621444,-43.02377,0.2791615,10.37048,13.40233,RIGHT_ACCELERATE
-1,7.331007,5.601427,5.4839,3.73151,-43.1306,0.2791607,8.842136,13.5052,ACCELERATE
-1,7.070102,5.888442,5.377881,3.848466,-43.24443,0.2791612,7.40225,13.60218,RIGHT_ACCELERATE
-1,6.822427,6.180445,5.231404,4.001334,-43.39456,0.2791601,5.865921,13.70582,ACCELERATE
-1,6.644789,6.390791,5.094901,4.137792,-43.531,0.2791603,4.406474,13.80423,ACCELERATE
-1,6.470277,6.597318,4.960636,4.271977,-43.66285,0.2791595,2.948156,13.90253,ACCELERATE
-1,6.309596,6.785842,4.832963,4.398879,-43.7924,0.2791608,1.474418,14.00185,LEFT_ACCELERATE
-1,6.151597,6.968175,4.702731,4.527512,-43.91854,0.2791597,-0.04403116,14.10414,ACCELERATE
-1,5.990303,7.15785,4.57922,4.650988,-44.04313,0.2791601,-1.555855,14.20599,ACCELERATE
-1,5.96301,7.143982,4.47365,4.743468,-44.13958,0.2791597,-2.977365,14.30166,LEFT_ACCELERATE
-1,6.048171,7.003283,4.424204,4.781273,-44.18003,0.2791605,-4.491668,14.40338,ACCELERATE
-1,6.103834,6.924412,4.396151,4.805439,-44.20392,0.2791603,-5.969942,14.50265,LEFT_ACCELERATE
