ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.520968,6.489798,4.611082,4.588919,15.98892,0.2666879,3.105125,0.1181052,NONE
-1,6.520943,6.489819,4.611094,4.588907,15.98892,0.2729567,3.105038,0.2015047,NONE
-1,6.520929,6.489831,4.611088,4.588913,15.98892,0.2752387,3.105014,0.3037342,NONE
-1,6.520923,6.489839,4.611081,4.58892,15.98893,0.2756843,3.105012,0.407813,NONE
-1,6.520914,6.489849,4.611075,4.588926,15.98893,0.2757421,3.105013,0.5050592,NONE
-1,6.520905,6.489856,4.611071,4.588931,15.98894,0.2757453,3.105013,0.6064313,NONE
-1,6.520902,6.489863,4.611066,4.588935,15.98894,0.2757442,3.105013,0.7038438,NONE
-1,6.520896,6.489869,4.611062,4.588939,15.98895,0.2757437,3.105013,0.8016191,NONE
-1,6.520886,6.489875,4.611057,4.588944,15.98895,0.2757431,3.105013,0.9053442,NONE
-1,6.520878,6.489883,4.611052,4.58895,15.98896,0.2757432,3.105013,1.005681,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757435,3.105013,1.102346,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105013,1.205167,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105014,1.300164,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105013,1.403172,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105013,1.503196,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105014,1.60507,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105013,1.705418,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757435,3.105013,1.801603,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105013,1.903207,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105015,2.00442,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275743,3.105015,2.102936,NONE
