ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.521032,6.489736,4.611081,4.58892,15.98892,0.2680708,3.105103,0.1311545,ACCELERATE
-1,6.520946,6.48982,4.611094,4.588908,15.98892,0.272994,3.105038,0.2024896,ACCELERATE
-1,6.520938,6.48983,4.61109,4.588912,15.98892,0.2752385,3.105015,0.3037381,ACCELERATE
-1,6.520922,6.489841,4.611082,4.588919,15.98893,0.2756737,3.105012,0.4000103,ACCELERATE
-1,6.520915,6.48985,4.611075,4.588926,15.98893,0.275742,3.105011,0.5051051,ACCELERATE
-1,6.520906,6.489858,4.611071,4.588931,15.98894,0.2757454,3.105011,0.6045656,ACCELERATE
-1,6.520902,6.489863,4.611066,4.588935,15.98894,0.2757441,3.105012,0.7050658,ACCELERATE
-1,6.520896,6.489869,4.611062,4.588939,15.98895,0.2757437,3.105012,0.8027194,ACCELERATE
-1,6.520888,6.489877,4.611056,4.588945,15.98895,0.2757432,3.105012,0.9025247,ACCELERATE
-1,6.520878,6.489883,4.611052,4.58895,15.98896,0.2757432,3.105012,1.004945,ACCELERATE
-1,6.520881,6.489882,4.61105,4.588952,15.98896,0.2757433,3.105012,1.102461,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757432,3.105012,1.20947,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275743,3.105012,1.30072,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105012,1.406636,ACCELERATE
-1,6.52088,6.489883,4.611051,4.588951,15.98896,0.2757432,3.105012,1.502887,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105012,1.603474,ACCELERATE
-1,6.52088,6.489883,4.611051,4.588951,15.98896,0.2757431,3.105012,1.70343,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105012,1.803406,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757432,3.105012,1.90322,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757431,3.105012,2.005629,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105012,2.10543,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105012,2.201561,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757431,3.105012,2.318936,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105012,2.407406,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105012,2.500353,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757433,3.105012,2.601134,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105012,2.703668,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757433,3.105012,2.800015,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105012,2.900427,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105012,3.004978,ACCELERATE
-1,6.520916,6.489849,4.611049,4.588953,15.98896,0.2757182,3.16705,3.101539,ACCELERATE
-1,6.520982,6.489783,4.61104,4.588961,15.98897,0.2757018,3.392083,3.204082,ACCELERATE
-1,6.521059,6.48971,4.611034,4.588967,15.98898,0.275697,3.753492,3.304541,ACCELERATE
-1,6.521231,6.489541,4.61104,4.588961,15.98897,0.2791659,4.246016,3.406047,ACCELERATE
-1,6.521366,6.489401,4.611077,4.588924,15.98891,0.2810652,4.831308,3.502974,ACCELERATE
-1,6.521544,6.489222,4.611156,4.588845,15.98885,0.2788075,5.563999,3.604858,ACCELERATE
-1,6.521755,6.489014,4.611217,4.588784,15.98878,0.2796193,6.350559,3.700426,ACCELERATE
-1,6.52193,6.488837,4.611299,4.588703,15.9887,0.2790762,7.322819,3.805972,ACCELERATE
-1,6.522161,6.488607,4.611382,4.58862,15.98862,0.2792535,8.297588,3.902734,ACCELERATE
-1,6.522398,6.488369,4.611484,4.588518,15.98851,0.2791137,9.367667,4.001562,ACCELERATE
-1,6.522688,6.488084,4.61161,4.588391,15.98839,0.2791772,10.57,4.105921,ACCELERATE
-1,6.522974,6.487796,4.611744,4.588257,15.98825,0.2791496,11.72959,4.201589,ACCELERATE
-1,6.523335,6.487442,4.611917,4.588085,15.98808,0.279167,13.01111,4.302942,ACCELERATE
-1,6.523709,6.487066,4.612106,4.587895,15.98789,0.2791568,14.31303,4.402257,ACCELERATE
