ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
19.79351,7.439257,5.416283,5.68922,3.517628,-32.64174,0.2791682,-40.19311,16.99551,,ACCELERATE
19.72679,7.427224,5.433919,5.694393,3.50851,-32.57762,0.2791675,-40.21471,17.00005,,ACCELERATE
19.66914,7.416839,5.449214,5.698854,3.50064,-32.50639,0.2791674,-40.23912,17.00511,,ACCELERATE
19.6035,7.40472,5.469888,5.703398,3.49384,-32.44159,0.2791674,-40.26133,17.0097,,ACCELERATE
19.54394,7.393701,5.493163,5.70753,3.489715,-32.33836,0.2791674,-40.29672,17.01703,,ACCELERATE
19.44896,7.376148,5.530282,5.714111,3.483146,-32.26893,0.2791671,-40.32067,17.02197,,ACCELERATE
19.38435,7.364138,5.555552,5.718398,3.478866,-32.19849,0.2791664,-40.34522,17.02697,,ACCELERATE
19.31779,7.351615,5.58177,5.722515,3.474756,-32.12748,0.2791657,-40.36995,17.03202,,ACCELERATE
19.25095,7.339011,5.60816,5.726662,3.470615,-32.0625,0.2791651,-40.39259,17.03664,,ACCELERATE
19.18968,7.327466,5.632316,5.730463,3.466822,-32.00313,0.2791647,-40.41333,17.04087,,ACCELERATE
19.13342,7.31684,5.654526,5.73387,3.46342,-31.88183,0.2791649,-40.4562,17.04951,,ACCELERATE
19.01693,7.291084,5.704768,5.740388,3.456912,-31.81333,0.2791652,-40.48041,17.05438,,ACCELERATE
18.95108,7.274995,5.739574,5.744063,3.454369,-31.75341,0.2791654,-40.50159,17.05865,,ACCELERATE
18.89355,7.260931,5.770051,5.747279,3.454318,-31.68267,0.2791652,-40.52682,17.0637,,ACCELERATE
18.82514,7.24404,5.806488,5.750853,3.454487,-31.58275,0.2791643,-40.5626,17.07082,,ACCELERATE
18.72779,7.220031,5.858272,5.751425,3.454843,-31.5087,0.2791635,-40.5891,17.0761,,ACCELERATE
18.65582,7.202245,5.896615,5.751188,3.455101,-31.3799,0.2791631,-40.63552,17.08529,,ACCELERATE
18.52977,7.170947,5.963984,5.750472,3.455853,-31.29376,0.2791633,-40.66672,17.09145,,ACCELERATE
18.44501,7.149837,6.014714,5.749852,3.456498,-31.21501,0.2791634,-40.69524,17.09707,,ACCELERATE
18.36759,7.130541,6.067716,5.749282,3.457089,-31.15403,0.2791636,-40.7174,17.10143,,ACCELERATE
18.30746,7.115513,6.108892,5.748768,3.457621,-31.08733,0.2791631,-40.74181,17.10619,,ACCELERATE
18.24137,7.09888,6.154318,5.748045,3.460196,-30.98493,0.2791625,-40.77928,17.11352,,ACCELERATE
18.1398,7.073356,6.224067,5.746941,3.466677,-30.89559,0.2791618,-40.81197,17.1199,,ACCELERATE
18.05125,7.051078,6.284927,5.745976,3.472332,-30.82186,0.2791616,-40.8392,17.12518,,ACCELERATE
17.97766,7.032418,6.335665,5.744941,3.477243,-30.73133,0.2791618,-40.87264,17.13166,,ACCELERATE
17.88721,7.009499,6.407084,5.743663,3.483277,-30.66838,0.2791619,-40.8959,17.13617,,ACCELERATE
17.82426,6.993561,6.461195,5.742777,3.487472,-30.60902,0.2791622,-40.91784,17.14042,,ACCELERATE
17.76493,6.978511,6.512274,5.741925,3.491444,-30.49459,0.2791619,-40.96046,17.14861,,ACCELERATE
17.64974,6.94554,6.611453,5.738335,3.499409,-30.4218,0.2791618,-40.98758,17.15383,,ACCELERATE
17.57667,6.923484,6.674545,5.733295,3.50448,-30.3598,0.2791617,-41.01068,17.15827,,ACCELERATE
17.51431,6.904693,6.728302,5.729002,3.510775,-30.28867,0.2791616,-41.03731,17.16337,,ACCELERATE
17.44243,6.882995,6.790288,5.723953,3.519537,-30.221,0.2791616,-41.06271,17.16822,,ACCELERATE
17.37407,6.862267,6.849279,5.719077,3.527945,-30.1586,0.2791616,-41.08614,17.1727,,ACCELERATE
17.31092,6.843166,6.909814,5.714584,3.535695,-30.05825,0.2791618,-41.1238,17.1799,,ACCELERATE
17.20934,6.812453,7.007149,5.707367,3.548152,-29.97968,0.2791616,-41.1535,17.18554,,ACCELERATE
17.12964,6.788174,7.083822,5.701511,3.558109,-29.9089,0.2791612,-41.18025,17.19062,,ACCELERATE
17.05762,6.766301,7.152936,5.696241,3.567076,-29.83719,0.2791607,-41.20735,17.19576,,ACCELERATE
16.98467,6.744149,7.222914,5.690906,3.576158,-29.77466,0.2791602,-41.231,17.20025,,ACCELERATE
16.92107,6.724814,7.284009,5.686235,3.584095,-29.70694,0.2791606,-41.25675,17.20512,,ACCELERATE
16.85194,6.703719,7.350521,5.681037,3.59283,-29.64234,0.2791609,-41.28133,17.20976,,ACCELERATE
16.78588,6.683589,7.413964,5.676075,3.602128,-29.52613,0.2791617,-41.32552,17.2181,,ACCELERATE
16.66719,6.647392,7.528111,5.667156,3.623104,-29.45856,0.2791616,-41.35132,17.22296,,ACCELERATE
16.59805,6.626235,7.594706,5.661877,3.635394,-29.3879,0.279161,-41.37834,17.22804,,ACCELERATE
16.52543,6.604064,7.664498,5.65631,3.648297,-29.31677,0.2791604,-41.40555,17.23315,,ACCELERATE
16.4524,6.581727,7.734785,5.64705,3.661292,-29.25644,0.2791598,-41.42863,17.23749,,ACCELERATE
16.39066,6.562793,7.794357,5.639164,3.672312,-29.18974,0.2791598,-41.45421,17.24228,,ACCELERATE
16.32204,6.54179,7.860392,5.630384,3.684557,-29.07425,0.2791609,-41.49862,17.25059,,ACCELERATE
16.20302,6.502775,7.975045,5.61506,3.705882,-29.01063,0.2791615,-41.52308,17.25517,,ACCELERATE
16.13763,6.479939,8.038182,5.606617,3.717631,-28.9361,0.279162,-41.55175,17.26053,,ACCELERATE
16.06065,6.453169,8.112235,5.59672,3.731402,-28.85191,0.2791613,-41.58427,17.26659,,ACCELERATE
15.97371,6.422789,8.196159,5.585405,3.750151,-28.79284,0.2791608,-41.60709,17.27084,,ACCELERATE
15.91257,6.401464,8.255081,5.577459,3.764202,-28.73425,0.2791604,-41.62973,17.27506,,ACCELERATE
15.85191,6.380317,8.313478,5.569585,3.778131,-28.62134,0.2791602,-41.67342,17.28319,,ACCELERATE
15.73513,6.339491,8.426266,5.554334,3.805052,-28.54769,0.2791606,-41.702,17.28849,,ACCELERATE
15.65874,6.31278,8.500041,5.544313,3.822683,-28.48354,0.279161,-41.72689,17.29311,,ACCELERATE
15.59213,6.289512,8.564256,5.535581,3.838047,-28.40883,0.2791615,-41.75587,17.29849,,ACCELERATE
15.51465,6.262419,8.639112,5.525414,3.855937,-28.34718,0.2791612,-41.77986,17.30293,,ACCELERATE
15.45056,6.23999,8.700976,5.516961,3.870762,-28.27896,0.2791609,-41.80643,17.30784,,ACCELERATE
15.37954,6.215139,8.769506,5.507577,3.887199,-28.17235,0.2791603,-41.84795,17.31553,,ACCELERATE
15.26857,6.176301,8.87668,5.488971,3.912884,-28.10421,0.2791602,-41.8745,17.32043,,ACCELERATE
15.19771,6.151472,8.945169,5.47607,3.931655,-28.03719,0.2791605,-41.9007,17.32527,,ACCELERATE
15.1278,6.12696,9.012738,5.463304,3.951331,-27.95523,0.2791609,-41.93274,17.33117,,LEFT_ACCELERATE
15.04223,6.096978,9.095414,5.447682,3.975407,-27.88245,0.2791612,-41.96119,17.33642,,LEFT_ACCELERATE
14.96636,6.070358,9.16881,5.433811,3.996783,-27.82161,0.2791611,-41.98495,17.34081,,LEFT_ACCELERATE
14.90561,6.048347,9.228538,5.422162,4.014548,-27.70255,0.2791604,-42.0313,17.34938,,LEFT_ACCELERATE
14.81011,6.007338,9.330926,5.39886,4.048419,-27.63364,0.2791601,-42.05812,17.35435,,LEFT_ACCELERATE
14.75484,5.983068,9.390021,5.385369,4.068027,-27.57039,0.2791596,-42.08274,17.35891,,LEFT_ACCELERATE
14.704,5.958605,9.444176,5.372994,4.086013,-27.49776,0.2791599,-42.11067,17.36413,,LEFT_ACCELERATE
14.66691,5.932393,9.492582,5.358558,4.105644,-27.42989,0.2791603,-42.13668,17.36901,,LEFT_ACCELERATE
14.63765,5.908357,9.534204,5.345014,4.123729,-27.36893,0.2791606,-42.16003,17.37339,,LEFT_ACCELERATE
14.61128,5.886761,9.571413,5.332864,4.139966,-27.2659,0.2791612,-42.19942,17.3808,,LEFT_ACCELERATE
14.56934,5.850541,9.631984,5.312372,4.171474,-27.18198,0.2791604,-42.2308,17.38682,,LEFT_ACCELERATE
14.5569,5.823202,9.667014,5.29587,4.196172,-27.12056,0.2791598,-42.25376,17.39122,,LEFT_ACCELERATE
14.54756,5.803186,9.692567,5.281888,4.21423,-27.04987,0.2791592,-42.28019,17.39629,,LEFT_ACCELERATE
14.53684,5.780124,9.721696,5.264022,4.235012,-26.98978,0.2791588,-42.30256,17.40059,,LEFT_ACCELERATE
14.53064,5.760808,9.744539,5.248883,4.252466,-26.9223,0.2791592,-42.32692,17.40541,,LEFT_ACCELERATE
14.54448,5.741283,9.756907,5.232076,4.270579,-26.86022,0.2791595,-42.34932,17.40984,,LEFT_ACCELERATE
14.55754,5.723323,9.768231,5.216661,4.287229,-26.75445,0.2791601,-42.3875,17.41739,,LEFT_ACCELERATE
14.58021,5.692674,9.787359,5.190469,4.3156,-26.69074,0.27916,-42.41005,17.42193,,LEFT_ACCELERATE
14.60501,5.675367,9.792253,5.174922,4.331882,-26.62467,0.27916,-42.43279,17.42663,,LEFT_ACCELERATE
14.64631,5.659049,9.78832,5.159112,4.347639,-26.55741,0.2791598,-42.45594,17.4314,,LEFT_ACCELERATE
14.689,5.642447,9.784527,5.143081,4.363679,-26.48919,0.2791597,-42.47943,17.43625,,LEFT_ACCELERATE
14.73315,5.625599,9.780714,5.126873,4.379962,-26.42905,0.27916,-42.49999,17.44052,,LEFT_ACCELERATE
14.77534,5.611053,9.77598,5.11272,4.394684,-26.3062,0.2791611,-42.53986,17.4492,,LEFT_ACCELERATE
14.9038,5.586539,9.744469,5.085296,4.425096,-26.23973,0.2791617,-42.56143,17.4539,,LEFT_ACCELERATE
14.97539,5.571241,9.727905,5.070558,4.441566,-26.17745,0.2791623,-42.58165,17.4583,,LEFT_ACCELERATE
15.0438,5.556913,9.71268,5.056812,4.457014,-26.10074,0.2791624,-42.60534,17.46369,,LEFT_ACCELERATE
15.15428,5.541909,9.681924,5.036167,4.474077,-26.03245,0.2791625,-42.62592,17.46849,,LEFT_ACCELERATE
15.26541,5.529672,9.650118,5.018037,4.48848,-25.97142,0.2791625,-42.64432,17.47277,,LEFT_ACCELERATE
15.36715,5.518775,9.622218,5.001938,4.501375,-25.88449,0.2791627,-42.67052,17.47887,,LEFT_ACCELERATE
15.516,5.503304,9.583462,4.979145,4.519802,-25.79569,0.2791636,-42.69544,17.48507,,LEFT_ACCELERATE
15.70514,5.491142,9.530549,4.957372,4.53598,-25.72659,0.2791646,-42.71452,17.48989,,LEFT_ACCELERATE
15.86299,5.482383,9.487897,4.940801,4.548171,-25.66188,0.2791655,-42.73237,17.49441,,LEFT_ACCELERATE
16.01485,5.47425,9.448871,4.925413,4.559633,-25.59546,0.2791666,-42.7507,17.49904,,LEFT_ACCELERATE
16.17557,5.465968,9.409598,4.909732,4.571455,-25.53389,0.2791673,-42.76641,17.50331,,LEFT_ACCELERATE
16.34724,5.460587,9.366406,4.896359,4.580762,-25.467,0.2791679,-42.78307,17.50794,,LEFT_ACCELERATE
16.54619,5.455546,9.317993,4.88229,4.590407,-25.35252,0.2791688,-42.81157,17.51587,,LEFT_ACCELERATE
16.90192,5.447162,9.237692,4.858543,4.607078,-25.28549,0.2791698,-42.82806,17.52052,,LEFT_ACCELERATE
17.12298,5.442727,9.190969,4.844992,4.614778,-25.21537,0.2791712,-42.84354,17.52534,,LEFT_ACCELERATE
17.3894,5.441244,9.134142,4.829802,4.623729,-25.14399,0.2791726,-42.85929,17.53026,,LEFT_ACCELERATE
17.67155,5.439875,9.077686,4.812752,4.632946,-25.08176,0.279174,-42.87302,17.53454,,LEFT_ACCELERATE
17.92712,5.438811,9.029568,4.798038,4.641073,-25.02098,0.2791753,-42.88646,17.53873,,LEFT_ACCELERATE
18.1859,5.437867,8.98358,4.783776,4.649116,-24.91362,0.2791765,-42.90746,17.54608,,LEFT_ACCELERATE
18.72635,5.441828,8.888906,4.761079,4.659846,-24.81913,0.2791775,-42.92544,17.55255,,LEFT_ACCELERATE
19.24685,5.446702,8.805676,4.741872,4.668891,-24.74093,0.2791782,-42.94032,17.55791,,LEFT_ACCELERATE
19.70428,5.451041,8.738859,4.726248,4.676574,-24.64902,0.2791799,-42.95595,17.56418,,LEFT_ACCELERATE
-1,5.459004,8.657708,4.71,4.683805,-24.54914,0.2791818,-42.97192,17.57098,,LEFT_ACCELERATE
-1,5.469527,8.569714,4.693713,4.690849,-24.46668,0.2791834,-42.9851,17.5766,,LEFT_ACCELERATE
-1,5.478598,8.499365,4.68056,4.696906,-24.33817,0.2791843,-43.00346,17.58533,,LEFT_ACCELERATE
-1,5.494264,8.39599,4.661947,4.705035,-24.25293,0.279184,-43.01472,17.59111,,LEFT_ACCELERATE
-1,5.505434,8.330713,4.646628,4.709955,-24.16479,0.2791838,-43.02637,17.59709,,LEFT_ACCELERATE
-1,5.517362,8.265028,4.631054,4.715255,-24.09097,0.2791841,-43.03534,17.6021,,LEFT_ACCELERATE
-1,5.528005,8.211814,4.619123,4.719203,-24.00862,0.2791845,-43.04411,17.60767,,LEFT_ACCELERATE
-1,5.540755,8.154509,4.607443,4.722731,-23.90433,0.2791851,-43.05521,17.61472,,LEFT_ACCELERATE
-1,5.557354,8.083821,4.592933,4.727443,-23.82786,0.2791855,-43.06336,17.61989,,LEFT_ACCELERATE
-1,5.569853,8.033276,4.582487,4.731071,-23.75914,0.2791852,-43.06916,17.62453,,LEFT_ACCELERATE
-1,5.581295,7.991366,4.575084,4.73328,-23.6663,0.2791844,-43.07695,17.6308,,LEFT_ACCELERATE
-1,5.597079,7.935972,4.565306,4.736379,-23.60472,0.2791838,-43.08211,17.63495,,LEFT_ACCELERATE
-1,5.607737,7.89992,4.558935,4.738528,-23.53868,0.2791832,-43.08765,17.63941,,LEFT_ACCELERATE
-1,5.619353,7.861825,4.552198,4.740922,-23.42285,0.2791824,-43.09535,17.64722,,LEFT_ACCELERATE
-1,5.638759,7.802792,4.543144,4.743914,-23.32597,0.2791815,-43.10165,17.65374,,LEFT_ACCELERATE
-1,5.655254,7.75492,4.536366,4.746487,-23.25115,0.2791809,-43.10652,17.65878,,LEFT_ACCELERATE
-1,5.668208,7.718581,4.528902,4.748572,-23.16626,0.2791808,-43.11099,17.6645,,LEFT_ACCELERATE
-1,5.68244,7.680898,4.521872,4.750257,-23.08502,0.2791809,-43.11501,17.66997,,LEFT_ACCELERATE
-1,5.696074,7.646102,4.515573,4.751758,-23.01979,0.2791809,-43.11822,17.67435,,LEFT_ACCELERATE
-1,5.707169,7.618506,4.510583,4.753016,-22.90451,0.2791808,-43.12352,17.68211,,LEFT_ACCELERATE
-1,5.726531,7.572091,4.502407,4.755098,-22.81767,0.2791799,-43.12672,17.68795,,LEFT_ACCELERATE
-1,5.74026,7.540735,4.497373,4.756204,-22.7445,0.2791791,-43.12941,17.69287,,LEFT_ACCELERATE
-1,5.751967,7.514653,4.493186,4.75719,-22.65792,0.2791783,-43.1326,17.69869,,LEFT_ACCELERATE
-1,5.765959,7.484135,4.488297,4.758422,-22.58187,0.2791781,-43.1349,17.7038,,LEFT_ACCELERATE
-1,5.776645,7.461478,4.48478,4.759298,-22.50994,0.2791778,-43.13692,17.70863,,LEFT_ACCELERATE
-1,5.786258,7.44148,4.481728,4.760071,-22.3922,0.2791774,-43.14022,17.71654,,LEFT_ACCELERATE
-1,5.802152,7.409146,4.476793,4.761408,-22.318,0.2791771,-43.14217,17.72153,,LEFT_ACCELERATE
-1,5.81165,7.390257,4.473926,4.762226,-22.24038,0.2791763,-43.14388,17.72674,,LEFT_ACCELERATE
-1,5.820168,7.373563,4.471422,4.762958,-22.16693,0.2791756,-43.1455,17.73167,,LEFT_ACCELERATE
-1,5.828276,7.357901,4.469076,4.763669,-22.09396,0.2791749,-43.14712,17.73658,,LEFT_ACCELERATE
-1,5.836392,7.342447,4.466763,4.764399,-22.01755,0.2791742,-43.14874,17.74171,,LEFT_ACCELERATE
-1,5.844022,7.328037,4.464504,4.765194,-21.8954,0.2791734,-43.15109,17.74991,,LEFT_ACCELERATE
-1,5.853268,7.310513,4.461381,4.766526,-21.82155,0.2791729,-43.15252,17.75487,,LEFT_ACCELERATE
-1,5.858897,7.299994,4.459513,4.767339,-21.75801,0.2791724,-43.15374,17.75914,,LEFT_ACCELERATE
-1,5.863765,7.290963,4.457907,4.768053,-21.68404,0.2791718,-43.1552,17.76411,,LEFT_ACCELERATE
-1,5.866639,7.285177,4.456191,4.769122,-21.6102,0.279171,-43.15666,17.76907,,LEFT_ACCELERATE
-1,5.868937,7.280419,4.454517,4.770237,-21.53682,0.2791703,-43.15812,17.77399,,LEFT_ACCELERATE
-1,5.871212,7.275696,4.452847,4.771356,-21.42291,0.2791694,-43.16046,17.78164,,LEFT_ACCELERATE
-1,5.873771,7.269991,4.45024,4.773237,-21.32965,0.2791692,-43.1626,17.78791,,LEFT_ACCELERATE
-1,5.872876,7.270111,4.44804,4.775197,-21.25391,0.2791691,-43.16434,17.793,,ACCELERATE
-1,5.872143,7.270225,4.446256,4.776787,-21.17404,0.279169,-43.16617,17.79836,,ACCELERATE
-1,5.87137,7.270317,4.444373,4.778468,-21.09715,0.2791684,-43.16816,17.80353,,ACCELERATE
-1,5.869315,7.272435,4.442389,4.780383,-21.02051,0.2791676,-43.17024,17.80867,,ACCELERATE
-1,5.86666,7.275459,4.440332,4.782432,-20.89868,0.2791665,-43.17356,17.81686,,ACCELERATE
-1,5.862431,7.280289,4.437065,4.785688,-20.81573,0.2791661,-43.17595,17.82243,,ACCELERATE
-1,5.859339,7.283824,4.4347,4.788049,-20.73694,0.2791661,-43.17839,17.82772,,ACCELERATE
-1,5.856137,7.287515,4.432271,4.790477,-20.6408,0.2791661,-43.18137,17.83418,,ACCELERATE
-1,5.852213,7.292027,4.429307,4.793441,-20.57336,0.2791661,-43.18346,17.83871,,ACCELERATE
-1,5.849467,7.295181,4.427231,4.795517,-20.46886,0.2791656,-43.187,17.84573,,ACCELERATE
-1,5.844749,7.300651,4.423708,4.799048,-20.37545,0.2791648,-43.19021,17.85201,,ACCELERATE
-1,5.840435,7.305653,4.420501,4.802265,-20.30456,0.2791642,-43.19266,17.85677,,ACCELERATE
-1,5.837152,7.309471,4.418064,4.804708,-20.22653,0.279164,-43.19543,17.86201,,ACCELERATE
-1,5.833411,7.313824,4.415292,4.807489,-20.14148,0.2791641,-43.19864,17.86773,,ACCELERATE
-1,5.82908,7.318859,4.41209,4.810704,-20.07383,0.2791641,-43.20118,17.87227,,ACCELERATE
-1,5.825637,7.322846,4.409547,4.813256,-19.97346,0.2791643,-43.20495,17.87901,,ACCELERATE
-1,5.820524,7.328805,4.405776,4.817042,-19.87145,0.2791635,-43.20903,17.88587,,ACCELERATE
-1,5.814997,7.335229,4.401689,4.821146,-19.78205,0.279163,-43.21265,17.89187,,ACCELERATE
-1,5.810082,7.340952,4.398067,4.824783,-19.70138,0.2791625,-43.21591,17.89729,,ACCELERATE
-1,5.805662,7.346094,4.3948,4.828063,-19.6314,0.2791624,-43.21882,17.902,,ACCELERATE
-1,5.801708,7.350704,4.391887,4.830988,-19.5513,0.2791626,-43.22227,17.90738,,ACCELERATE
-1,5.797039,7.356123,4.388433,4.834455,-19.41537,0.2791629,-43.22812,17.91652,,ACCELERATE
-1,5.789103,7.365374,4.382566,4.840345,-19.34184,0.279163,-43.23133,17.92146,,ACCELERATE
-1,5.78473,7.370455,4.379344,4.843579,-19.26284,0.2791626,-43.23492,17.92677,,ACCELERATE
-1,5.779881,7.376097,4.375747,4.847189,-19.1874,0.2791623,-43.23834,17.93184,,ACCELERATE
-1,5.775239,7.381483,4.372316,4.850633,-19.11654,0.279162,-43.24156,17.9366,,ACCELERATE
-1,5.770881,7.386559,4.369086,4.853875,-19.04952,0.279162,-43.24464,17.9411,,ACCELERATE
-1,5.766715,7.391401,4.366005,4.856966,-18.9305,0.279162,-43.2503,17.9491,,ACCELERATE
-1,5.759066,7.400286,4.360323,4.862667,-18.85951,0.2791621,-43.25367,17.95387,,ACCELERATE
-1,5.754505,7.405588,4.35694,4.86606,-18.7923,0.2791622,-43.25687,17.95839,,ACCELERATE
-1,5.750191,7.410598,4.353733,4.869278,-18.71546,0.2791619,-43.26063,17.96356,,ACCELERATE
-1,5.745112,7.416502,4.349959,4.873063,-18.6442,0.2791616,-43.26415,17.96835,,ACCELERATE
-1,5.740355,7.422037,4.346423,4.876609,-18.57328,0.2791613,-43.26767,17.97312,,ACCELERATE
-1,5.735622,7.427539,4.342898,4.880144,-18.45062,0.2791609,-43.27378,17.98136,,ACCELERATE
-1,5.727389,7.437105,4.336764,4.886296,-18.35446,0.2791613,-43.27871,17.98783,,ACCELERATE
-1,5.72074,7.444803,4.331814,4.891258,-18.28418,0.2791615,-43.28232,17.99255,,ACCELERATE
-1,5.715878,7.450442,4.328193,4.894888,-18.2127,0.2791618,-43.28598,17.99735,,ACCELERATE
-1,5.710954,7.456178,4.324514,4.898576,-18.14784,0.279162,-43.28936,18.00171,,ACCELERATE
-1,5.706413,7.461449,4.32113,4.901969,-18.07976,0.2791615,-43.29296,18.00629,,ACCELERATE
-1,5.701575,7.467045,4.317516,4.90559,-17.98544,0.2791609,-43.29795,18.01263,,ACCELERATE
-1,5.694861,7.474849,4.312508,4.910611,-17.89885,0.2791602,-43.30254,18.01846,,ACCELERATE
-1,5.688705,7.481985,4.307905,4.915224,-17.80918,0.2791603,-43.30732,18.02448,,LEFT_ACCELERATE
-1,5.683076,7.488047,4.303057,4.919977,-17.71202,0.2791609,-43.31252,18.03102,,LEFT_ACCELERATE
-1,5.677248,7.494119,4.297763,4.925129,-17.64378,0.2791614,-43.31616,18.0356,,LEFT_ACCELERATE
-1,5.673163,7.498377,4.294054,4.92874,-17.58135,0.2791618,-43.3195,18.0398,,LEFT_ACCELERATE
-1,5.669421,7.50229,4.290658,4.932045,-17.48636,0.2791612,-43.32429,18.04619,,LEFT_ACCELERATE
-1,5.66794,7.501045,4.285534,4.936528,-17.38177,0.2791605,-43.32955,18.05322,,LEFT_ACCELERATE
-1,5.666468,7.499408,4.279901,4.941451,-17.31242,0.27916,-43.33304,18.05788,,LEFT_ACCELERATE
-1,5.665509,7.498344,4.276167,4.944718,-17.23343,0.2791598,-43.33673,18.06319,,LEFT_ACCELERATE
-1,5.666383,7.493931,4.272108,4.948055,-17.15842,0.2791601,-43.34007,18.06823,,LEFT_ACCELERATE
-1,5.668477,7.487758,4.268383,4.950984,-17.09317,0.2791603,-43.34296,18.07262,,LEFT_ACCELERATE
-1,5.670325,7.482406,4.265152,4.953536,-16.99505,0.2791606,-43.34731,18.07921,,LEFT_ACCELERATE
-1,5.673096,7.474409,4.260302,4.957386,-16.90902,0.2791604,-43.3504,18.08499,,LEFT_ACCELERATE
-1,5.679894,7.460714,4.256609,4.959854,-16.83239,0.2791602,-43.35306,18.09014,,LEFT_ACCELERATE
-1,5.686613,7.447652,4.253413,4.961946,-16.75519,0.2791601,-43.35573,18.09533,,LEFT_ACCELERATE
-1,5.693419,7.434584,4.250216,4.964069,-16.68324,0.2791599,-43.3582,18.10016,,LEFT_ACCELERATE
-1,5.699912,7.42233,4.247274,4.96604,-16.61063,0.2791598,-43.35983,18.10504,,LEFT_ACCELERATE
-1,5.709951,7.405138,4.24509,4.967067,-16.52311,0.2791597,-43.36179,18.11092,,LEFT_ACCELERATE
-1,5.722149,7.384605,4.242491,4.968343,-16.41948,0.2791595,-43.36412,18.11788,,LEFT_ACCELERATE
-1,5.736721,7.360539,4.23946,4.969908,-16.34809,0.2791599,-43.3651,18.12268,,LEFT_ACCELERATE
-1,5.749659,7.340233,4.237963,4.970311,-16.25775,0.2791604,-43.3657,18.12875,,LEFT_ACCELERATE
-1,5.769032,7.310915,4.236689,4.970167,-16.18718,0.2791608,-43.36617,18.13349,,LEFT_ACCELERATE
-1,5.784317,7.288252,4.23574,4.970101,-16.12049,0.2791612,-43.36661,18.13797,,LEFT_ACCELERATE
-1,5.798897,7.267026,4.234875,4.970081,-16.05303,0.2791613,-43.36636,18.1425,,LEFT_ACCELERATE
-1,5.816316,7.242469,4.234698,4.969358,-15.93128,0.2791616,-43.36488,18.15068,,LEFT_ACCELERATE
-1,5.852055,7.193957,4.235485,4.967081,-15.86425,0.2791617,-43.36406,18.15519,,LEFT_ACCELERATE
-1,5.871981,7.167621,4.235979,4.965911,-15.79882,0.279162,-43.36327,18.15958,,LEFT_ACCELERATE
-1,5.891629,7.142171,4.236512,4.96482,-15.72497,0.2791627,-43.36089,18.16455,,LEFT_ACCELERATE
-1,5.919433,7.107432,4.238625,4.962126,-15.65241,0.2791634,-43.35841,18.16943,,LEFT_ACCELERATE
-1,5.947569,7.073134,4.240911,4.959428,-15.58015,0.2791641,-43.35596,18.17429,,LEFT_ACCELERATE
-1,5.975924,7.039408,4.243255,4.95684,-15.44291,0.2791646,-43.35022,18.18353,,LEFT_ACCELERATE
-1,6.031255,6.976127,4.248995,4.951081,-15.36813,0.2791643,-43.34617,18.18856,,LEFT_ACCELERATE
-1,6.062321,6.941967,4.25317,4.947124,-15.30521,0.279164,-43.34276,18.19279,,LEFT_ACCELERATE
-1,6.088758,6.913537,4.256745,4.943855,-15.22239,0.2791637,-43.33827,18.19837,,LEFT_ACCELERATE
-1,6.123951,6.876525,4.261527,4.939645,-15.15674,0.2791642,-43.33401,18.20279,,LEFT_ACCELERATE
-1,6.151278,6.848522,4.26606,4.935648,-15.08868,0.2791651,-43.32919,18.20737,,LEFT_ACCELERATE
-1,6.179284,6.820377,4.271215,4.931119,-14.97888,0.2791668,-43.3214,18.21477,,LEFT_ACCELERATE
-1,6.225031,6.775483,4.279636,4.923913,-14.89995,0.2791679,-43.31578,18.22009,,LEFT_ACCELERATE
-1,6.258305,6.743641,4.285779,4.918799,-14.81946,0.2791674,-43.30898,18.22551,,LEFT_ACCELERATE
-1,6.290548,6.713387,4.293112,4.912477,-14.73364,0.2791669,-43.30173,18.2313,,LEFT_ACCELERATE
-1,6.325238,6.681444,4.300984,4.905793,-14.66035,0.2791665,-43.29554,18.23624,,LEFT_ACCELERATE
-1,6.355148,6.654384,4.307755,4.900127,-14.59102,0.2791668,-43.28955,18.24091,,LEFT_ACCELERATE
-1,6.383064,6.629494,4.314307,4.894652,-14.45133,0.279168,-43.27638,18.25034,,LEFT_ACCELERATE
-1,6.434807,6.584101,4.328525,4.88238,-14.37532,0.2791686,-43.26922,18.25546,,LEFT_ACCELERATE
-1,6.463253,6.559621,4.336298,4.875746,-14.28988,0.2791689,-43.26105,18.26123,,LEFT_ACCELERATE
-1,6.494533,6.532998,4.345154,4.868164,-14.1963,0.2791675,-43.25165,18.26754,,LEFT_ACCELERATE
-1,6.525226,6.507017,4.355197,4.859273,-14.12473,0.2791664,-43.24445,18.27237,,LEFT_ACCELERATE
-1,6.548844,6.487231,4.362899,4.852482,-14.03076,0.279165,-43.235,18.27872,,LEFT_ACCELERATE
-1,6.580023,6.461372,4.373036,4.843584,-13.93599,0.2791656,-43.22531,18.28511,,LEFT_ACCELERATE
-1,6.606491,6.439335,4.38325,4.834252,-13.85079,0.2791663,-43.21655,18.29086,,LEFT_ACCELERATE
-1,6.629189,6.420479,4.392447,4.825773,-13.76167,0.2791672,-43.20738,18.29688,,LEFT_ACCELERATE
-1,6.653015,6.400801,4.402074,4.816911,-13.69127,0.2791673,-43.20014,18.30163,,LEFT_ACCELERATE
-1,6.670682,6.386196,4.409632,4.80987,-13.61477,0.2791661,-43.19228,18.30679,,LEFT_ACCELERATE
