ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
10.26993,5.237366,17.4572,4.929705,4.721364,2.366292,0.2791606,56.01525,7.638854,,LEFT_ACCELERATE
10.23837,5.21596,17.44666,4.911896,4.743307,2.285499,0.2791606,56.06337,7.64517,,LEFT_ACCELERATE
10.20921,5.190237,17.37047,4.888591,4.769983,2.192828,0.2791606,56.11822,7.652404,,LEFT_ACCELERATE
10.17896,5.160805,17.2714,4.862139,4.799868,2.125349,0.2791607,56.15816,7.657672,,LEFT_ACCELERATE
10.15683,5.135893,17.20212,4.842975,4.821625,2.063087,0.279161,56.19423,7.662507,,LEFT_ACCELERATE
10.14168,5.114227,17.11801,4.82347,4.841158,1.986871,0.2791615,56.23752,7.668396,,LEFT_ACCELERATE
10.12916,5.08918,16.99465,4.797576,4.866321,1.9187,0.2791619,56.27623,7.673664,,LEFT_ACCELERATE
10.11803,5.066793,16.88831,4.774545,4.88882,1.825101,0.2791624,56.32907,7.680886,,LEFT_ACCELERATE
10.10475,5.036575,16.74088,4.743312,4.91919,1.733993,0.2791628,56.37836,7.687849,,LEFT_ACCELERATE
10.10625,5.010745,16.55414,4.714522,4.94521,1.670059,0.279163,56.41296,7.692734,,LEFT_ACCELERATE
10.10751,4.99264,16.4287,4.694461,4.963496,1.589174,0.2791634,56.45672,7.698915,,LEFT_ACCELERATE
10.10934,4.969768,16.27611,4.669252,4.986667,1.521699,0.2791642,56.49162,7.704022,,LEFT_ACCELERATE
10.12234,4.953437,16.11862,4.649437,5.003387,1.416038,0.2791656,56.54562,7.711999,,LEFT_ACCELERATE
10.1484,4.929095,15.87043,4.619152,5.02859,1.313512,0.2791669,56.59801,7.719739,,LEFT_ACCELERATE
10.17482,4.905589,15.64324,4.590127,5.053185,1.214178,0.2791683,56.6457,7.727147,,LEFT_ACCELERATE
10.22101,4.887872,15.38645,4.560333,5.072557,1.096339,0.2791697,56.70214,7.73593,,LEFT_ACCELERATE
10.27922,4.860227,15.09872,4.522004,5.095607,1.014538,0.2791711,56.74043,7.742003,,LEFT_ACCELERATE
10.3255,4.84198,14.9013,4.496515,5.113425,0.8869572,0.2791737,56.79734,7.751397,,LEFT_ACCELERATE
10.41441,4.817546,14.58526,4.459729,5.137871,0.7970603,0.2791756,56.83744,7.758016,,LEFT_ACCELERATE
10.47995,4.800526,14.37613,4.434232,5.155323,0.7032316,0.2791772,56.877,7.764864,,LEFT_ACCELERATE
10.56578,4.78645,14.14249,4.40985,5.170415,0.6121775,0.2791785,56.91446,7.771486,,LEFT_ACCELERATE
10.65857,4.774397,13.91751,4.387309,5.184017,0.5376271,0.2791796,56.94515,7.776908,,LEFT_ACCELERATE
10.73732,4.764691,13.74192,4.369123,5.195364,0.4172859,0.2791819,56.99189,7.785593,,LEFT_ACCELERATE
10.88764,4.753529,13.44852,4.33968,5.210294,0.3200311,0.2791842,57.02842,7.792582,,LEFT_ACCELERATE
11.02346,4.746728,13.2151,4.312831,5.221111,0.2361715,0.2791861,57.05992,7.798608,,LEFT_ACCELERATE
11.14599,4.738699,13.02391,4.290079,5.230756,0.1597679,0.2791871,57.08651,7.804052,,LEFT_ACCELERATE
11.2748,4.731601,12.84217,4.271519,5.237121,0.08147377,0.2791881,57.11303,7.809614,,LEFT_ACCELERATE
11.41681,4.725604,12.65883,4.253473,5.243006,-0.03851392,0.2791898,57.15367,7.818138,,LEFT_ACCELERATE
11.64646,4.716904,12.393,4.226452,5.252605,-0.1204437,0.2791914,57.17929,7.823915,,LEFT_ACCELERATE
11.82664,4.714396,12.20731,4.210324,5.256921,-0.2062777,0.2791935,57.20509,7.829947,,LEFT_ACCELERATE
12.03241,4.713657,12.01476,4.19475,5.26054,-0.2924092,0.2791955,57.23099,7.836,,LEFT_ACCELERATE
12.24975,4.713308,11.83058,4.179527,5.264597,-0.3618597,0.279197,57.25137,7.840872,,LEFT_ACCELERATE
12.43685,4.714011,11.68568,4.167931,5.26817,-0.4857501,0.2791983,57.28379,7.849492,,LEFT_ACCELERATE
12.81954,4.721635,11.41992,4.142942,5.272166,-0.5750825,0.2791992,57.30716,7.855708,,LEFT_ACCELERATE
13.11589,4.727768,11.23905,4.125497,5.27564,-0.6585057,0.2792005,57.32811,7.861498,,LEFT_ACCELERATE
13.41718,4.731797,11.07299,4.110418,5.278269,-0.7708821,0.279203,57.353,7.869247,,LEFT_ACCELERATE
13.88388,4.739445,10.84338,4.093799,5.278463,-0.8571433,0.279205,57.37211,7.875195,,LEFT_ACCELERATE
14.27048,4.74595,10.67618,4.081573,5.279219,-0.9850959,0.2792072,57.39808,7.883986,,LEFT_ACCELERATE
14.91357,4.759897,10.43289,4.066527,5.278659,-1.089314,0.279208,57.41693,7.891117,,LEFT_ACCELERATE
15.51071,4.775468,10.23795,4.057204,5.276531,-1.180131,0.2792088,57.43335,7.897331,,LEFT_ACCELERATE
16.07827,4.789849,10.07636,4.049627,5.275354,-1.274915,0.2792098,57.44831,7.903793,,LEFT_ACCELERATE
16.72477,4.807859,9.913141,4.038733,5.272713,-1.401974,0.2792112,57.46629,7.912435,,LEFT_ACCELERATE
17.69012,4.835454,9.703764,4.026225,5.268253,-1.514147,0.2792123,57.48214,7.920063,,LEFT_ACCELERATE
18.65108,4.8655,9.529032,4.016006,5.265292,-1.607974,0.2792118,57.49195,7.926417,,LEFT_ACCELERATE
19.52234,4.886969,9.390136,4.011661,5.260427,-1.707503,0.2792112,57.50235,7.933157,,LEFT_ACCELERATE
-1,4.910672,9.248827,4.007557,5.255924,-1.782206,0.2792108,57.51016,7.938216,,LEFT_ACCELERATE
-1,4.929103,9.146636,4.004813,5.252991,-1.874775,0.2792109,57.51757,7.944471,,LEFT_ACCELERATE
-1,4.953821,9.026712,4.004209,5.247916,-2.005671,0.2792107,57.52677,7.953309,,LEFT_ACCELERATE
-1,4.990822,8.86562,4.005373,5.240515,-2.097463,0.2792106,57.53323,7.959507,,LEFT_ACCELERATE
-1,5.017773,8.757304,4.004223,5.23594,-2.190747,0.2792095,57.53706,7.965794,,LEFT_ACCELERATE
-1,5.047412,8.652773,4.002995,5.229321,-2.273361,0.2792085,57.54025,7.971361,,LEFT_ACCELERATE
-1,5.074469,8.563129,4.002421,5.223655,-2.368501,0.2792076,57.54391,7.977772,,LEFT_ACCELERATE
-1,5.106473,8.462992,4.002097,5.217574,-2.473655,0.2792071,57.54583,7.984853,,LEFT_ACCELERATE
-1,5.144018,8.356802,4.004372,5.210645,-2.568691,0.2792065,57.54668,7.991251,,LEFT_ACCELERATE
-1,5.179357,8.264183,4.007693,5.204929,-2.642522,0.2792059,57.54734,7.996222,,LEFT_ACCELERATE
-1,5.207443,8.194113,4.010489,5.200781,-2.726027,0.2792053,57.54733,8.001842,,LEFT_ACCELERATE
-1,5.240303,8.116878,4.014665,5.195683,-2.812767,0.2792049,57.54569,8.00768,,LEFT_ACCELERATE
-1,5.276035,8.038936,4.020886,5.189216,-2.936834,0.2792043,57.54335,8.01603,,LEFT_ACCELERATE
-1,5.328513,7.930722,4.030209,5.180499,-3.025421,0.2792035,57.54092,8.021994,,LEFT_ACCELERATE
-1,5.367154,7.856233,4.036092,5.17396,-3.108751,0.2792018,57.53722,8.027606,,LEFT_ACCELERATE
-1,5.40457,7.788575,4.040255,5.166759,-3.20149,0.2792,57.5331,8.033853,,LEFT_ACCELERATE
-1,5.447053,7.714927,4.045119,5.159031,-3.284389,0.2791984,57.52942,8.039436,,LEFT_ACCELERATE
-1,5.4858,7.650546,4.049669,5.152383,-3.391579,0.2791979,57.52243,8.046663,,LEFT_ACCELERATE
-1,5.535947,7.572609,4.058118,5.142021,-3.502091,0.2791971,57.51503,8.054115,,LEFT_ACCELERATE
-1,5.58871,7.494443,4.067308,5.131496,-3.586765,0.2791964,57.50937,8.059825,,LEFT_ACCELERATE
-1,5.629948,7.435833,4.074522,5.123684,-3.669835,0.2791947,57.50224,8.065432,,LEFT_ACCELERATE
-1,5.670146,7.381555,4.083344,5.114641,-3.747974,0.279193,57.49549,8.070705,,LEFT_ACCELERATE
-1,5.708498,7.331343,4.091805,5.106236,-3.815856,0.2791916,57.48963,8.075287,,LEFT_ACCELERATE
-1,5.742259,7.288352,4.099241,5.099057,-3.947809,0.2791902,57.47722,8.084197,,LEFT_ACCELERATE
-1,5.807902,7.208208,4.11494,5.08434,-4.039059,0.2791904,57.46785,8.090363,,LEFT_ACCELERATE
-1,5.853199,7.155342,4.131629,5.068392,-4.115511,0.2791905,57.46,8.095529,,LEFT_ACCELERATE
-1,5.89168,7.111612,4.139641,5.06055,-4.196171,0.2791903,57.45152,8.10098,,LEFT_ACCELERATE
-1,5.932474,7.066518,4.148384,5.052186,-4.282231,0.2791885,57.44151,8.106801,,LEFT_ACCELERATE
-1,5.975,7.020978,4.158733,5.042401,-4.397029,0.2791862,57.42817,8.114567,,LEFT_ACCELERATE
-1,6.03255,6.961062,4.172678,5.029509,-4.482486,0.2791846,57.41818,8.120348,,LEFT_ACCELERATE
-1,6.075827,6.917298,4.183213,5.019973,-4.569651,0.2791846,57.40715,8.12625,,LEFT_ACCELERATE
-1,6.117512,6.876251,4.194813,5.009402,-4.648061,0.2791846,57.39722,8.131559,,LEFT_ACCELERATE
-1,6.155396,6.83966,4.205307,4.999958,-4.716822,0.2791847,57.38852,8.136215,,LEFT_ACCELERATE
-1,6.188931,6.807855,4.214554,4.991725,-4.785195,0.2791844,57.37978,8.140845,,LEFT_ACCELERATE
-1,6.221964,6.777012,4.223862,4.983477,-4.919082,0.2791819,57.36187,8.149918,,LEFT_ACCELERATE
-1,6.282251,6.721892,4.242806,4.966465,-5.00993,0.2791803,57.34972,8.156074,,LEFT_ACCELERATE
-1,6.323604,6.684868,4.255721,4.954989,-5.089461,0.2791791,57.339,8.161464,,LEFT_ACCELERATE
-1,6.358977,6.653681,4.267112,4.944857,-5.184233,0.2791791,57.32596,8.167889,,LEFT_ACCELERATE
-1,6.397783,6.619837,4.280871,4.932406,-5.260066,0.279179,57.31551,8.17303,,LEFT_ACCELERATE
-1,6.42904,6.592885,4.29191,4.922463,-5.378269,0.2791786,57.29921,8.181044,,LEFT_ACCELERATE
-1,6.477275,6.55185,4.309151,4.906951,-5.468365,0.2791768,57.2867,8.187152,,LEFT_ACCELERATE
-1,6.509903,6.524224,4.322247,4.89489,-5.542128,0.2791753,57.27645,8.192153,,LEFT_ACCELERATE
-1,6.536735,6.501688,4.33298,4.88503,-5.618759,0.2791738,57.26581,8.197349,,LEFT_ACCELERATE
-1,6.564737,6.478353,4.344142,4.874796,-5.692248,0.279173,57.25566,8.202331,,LEFT_ACCELERATE
-1,6.589325,6.457858,4.354704,4.864963,-5.783386,0.279173,57.24318,8.208508,,LEFT_ACCELERATE
-1,6.616541,6.43504,4.367596,4.852735,-5.907989,0.279173,57.22612,8.216953,,LEFT_ACCELERATE
-1,6.653886,6.403923,4.385224,4.836031,-5.98701,0.2791724,57.21546,8.222308,,LEFT_ACCELERATE
-1,6.675199,6.386058,4.396152,4.82552,-6.080845,0.2791709,57.20307,8.228664,,LEFT_ACCELERATE
-1,6.696701,6.367702,4.40873,4.813155,-6.17031,0.2791694,57.19126,8.234724,,ACCELERATE
-1,6.71722,6.350205,4.420721,4.80137,-6.243218,0.2791683,57.18164,8.239662,,ACCELERATE
-1,6.733949,6.335966,4.430495,4.791764,-6.334473,0.2791687,57.17008,8.245839,,ACCELERATE
-1,6.751772,6.320494,4.442123,4.78015,-6.436871,0.2791688,57.15716,8.25277,,ACCELERATE
-1,6.771529,6.303305,4.455122,4.767155,-6.526053,0.2791688,57.1459,8.258807,,ACCELERATE
-1,6.788754,6.288328,4.466443,4.755837,-6.61832,0.279168,57.13464,8.265049,,ACCELERATE
-1,6.80586,6.273438,4.477747,4.744527,-6.704341,0.2791669,57.12423,8.270867,,ACCELERATE
-1,6.821669,6.259675,4.488203,4.734066,-6.774211,0.2791661,57.11577,8.275594,,ACCELERATE
-1,6.834491,6.248498,4.496688,4.725573,-6.903873,0.2791656,57.10037,8.284362,,ACCELERATE
-1,6.857752,6.228222,4.512129,4.710116,-6.99736,0.2791659,57.08949,8.290682,,ACCELERATE
-1,6.874131,6.213933,4.523031,4.699198,-7.073539,0.2791662,57.08063,8.295832,,ACCELERATE
-1,6.887477,6.202297,4.531915,4.690301,-7.151518,0.2791663,57.07162,8.301103,,ACCELERATE
-1,6.90103,6.19047,4.54094,4.681262,-7.229578,0.2791654,57.06287,8.306377,,ACCELERATE
-1,6.914133,6.179027,4.549699,4.672485,-7.340172,0.2791643,57.05046,8.313849,,ACCELERATE
-1,6.932725,6.162795,4.562115,4.660044,-7.434401,0.2791634,57.03991,8.320216,,ACCELERATE
-1,6.948524,6.148983,4.572681,4.649457,-7.516122,0.2791636,57.03105,8.325735,,ACCELERATE
-1,6.961757,6.137415,4.581535,4.640583,-7.606398,0.279164,57.02127,8.331832,,ACCELERATE
-1,6.976379,6.124638,4.591317,4.630779,-7.673847,0.2791641,57.01397,8.336388,,ACCELERATE
-1,6.987293,6.115095,4.598624,4.623456,-7.741956,0.2791642,57.00663,8.340987,,ACCELERATE
-1,6.998248,6.105515,4.605958,4.616106,-7.873047,0.2791631,56.99289,8.349837,,ACCELERATE
-1,7.018777,6.08756,4.6197,4.602333,-7.956578,0.2791625,56.98413,8.355476,,ACCELERATE
-1,7.031846,6.076128,4.628459,4.593554,-8.031315,0.2791619,56.97632,8.360521,,ACCELERATE
-1,7.043519,6.065916,4.63627,4.585726,-8.112057,0.2791623,56.9681,8.365971,,ACCELERATE
-1,7.055799,6.055179,4.644482,4.577496,-8.178948,0.2791626,56.9613,8.370485,,ACCELERATE
-1,7.065961,6.046302,4.651281,4.570682,-8.245886,0.2791629,56.95449,8.375003,,ACCELERATE
-1,7.07612,6.037399,4.658087,4.56386,-8.381289,0.2791628,56.9409,8.38414,,ACCELERATE
-1,7.096437,6.019634,4.671678,4.550241,-8.467731,0.2791622,56.93235,8.389972,,ACCELERATE
-1,7.109192,6.008468,4.680218,4.541682,-8.536165,0.2791617,56.92558,8.394588,,ACCELERATE
-1,7.119307,5.999613,4.686986,4.5349,-8.6176,0.2791609,56.91753,8.400083,,ACCELERATE
-1,7.131335,5.989095,4.695031,4.526838,-8.697611,0.2791614,56.90983,8.405479,,ACCELERATE
-1,7.142857,5.979014,4.702727,4.519125,-8.767303,0.2791618,56.90312,8.41018,,ACCELERATE
-1,7.152879,5.970241,4.709432,4.512409,-8.885264,0.2791624,56.89176,8.418137,,ACCELERATE
-1,7.169856,5.955383,4.720788,4.501029,-8.968202,0.2791622,56.88391,8.42373,,ACCELERATE
-1,7.181602,5.945103,4.728634,4.493168,-9.049829,0.2791617,56.87624,8.429235,,ACCELERATE
-1,7.193065,5.935067,4.736301,4.485487,-9.127619,0.2791612,56.86894,8.434481,,ACCELERATE
-1,7.204003,5.925504,4.743601,4.478173,-9.1958,0.2791608,56.86253,8.439078,,ACCELERATE
-1,7.213583,5.917116,4.750003,4.471758,-9.290359,0.279161,56.85383,8.445454,,ACCELERATE
-1,7.226628,5.905714,4.758706,4.463041,-9.392709,0.2791614,56.84444,8.452354,,ACCELERATE
-1,7.24068,5.8934,4.768096,4.453634,-9.459249,0.2791617,56.83833,8.456841,,ACCELERATE
-1,7.249838,5.885399,4.774201,4.447519,-9.524126,0.2791619,56.83241,8.461214,,ACCELERATE
-1,7.258701,5.877634,4.780115,4.441595,-9.606662,0.2791615,56.825,8.466778,,ACCELERATE
-1,7.26982,5.867898,4.787531,4.434168,-9.686117,0.279161,56.81786,8.472134,,ACCELERATE
-1,7.280516,5.858547,4.794663,4.427023,-9.770869,0.2791606,56.81025,8.477847,,ACCELERATE
-1,7.291939,5.848562,4.80227,4.419405,-9.872603,0.2791606,56.80124,8.484704,,ACCELERATE
-1,7.305449,5.836724,4.811286,4.410374,-9.950029,0.2791609,56.79442,8.489923,,ACCELERATE
-1,7.315681,5.827776,4.818103,4.403547,-10.01254,0.2791611,56.78892,8.494136,,ACCELERATE
-1,7.323945,5.820549,4.823601,4.398042,-10.08597,0.2791614,56.78246,8.499084,,ACCELERATE
-1,7.333628,5.812063,4.830066,4.391567,-10.14916,0.2791613,56.77697,8.503343,,ACCELERATE
-1,7.34187,5.804855,4.835552,4.386073,-10.21738,0.2791611,56.77108,8.507939,,ACCELERATE
-1,7.350721,5.797113,4.841441,4.380177,-10.33154,0.2791609,56.76122,8.515633,,ACCELERATE
-1,7.365552,5.78414,4.851306,4.370298,-10.416,0.2791611,56.75395,8.521323,,ACCELERATE
-1,7.376459,5.774597,4.858578,4.363018,-10.49036,0.279161,56.74764,8.526333,,ACCELERATE
-1,7.385952,5.766293,4.864886,4.3567,-10.56469,0.2791609,56.74133,8.531342,,ACCELERATE
-1,7.395442,5.757992,4.871199,4.35038,-10.62766,0.2791609,56.73598,8.535583,,ACCELERATE
-1,7.403485,5.750954,4.876548,4.345024,-10.69159,0.2791609,56.73056,8.539891,,ACCELERATE
-1,7.411645,5.743816,4.881979,4.339587,-10.78874,0.2791606,56.72244,8.546436,,ACCELERATE
-1,7.423878,5.733125,4.890099,4.331458,-10.89946,0.2791606,56.71319,8.553895,,ACCELERATE
-1,7.437791,5.720952,4.899354,4.322192,-10.97252,0.2791606,56.70709,8.558818,,ACCELERATE
-1,7.446969,5.712926,4.905456,4.316082,-11.05881,0.2791606,56.69997,8.564631,,ACCELERATE
-1,7.457685,5.703547,4.912584,4.308948,-11.12879,0.2791606,56.69421,8.569345,,ACCELERATE
-1,7.466367,5.695954,4.918346,4.303179,-11.18974,0.2791607,56.68919,8.57345,,ACCELERATE
-1,7.473929,5.689337,4.923368,4.298152,-11.296,0.2791607,56.68045,8.580608,,ACCELERATE
-1,7.487077,5.67784,4.932104,4.289407,-11.38766,0.2791606,56.67302,8.586782,,ACCELERATE
-1,7.498291,5.668028,4.939548,4.281956,-11.45892,0.2791606,56.66724,8.591582,,ACCELERATE
-1,7.507008,5.660413,4.94533,4.276167,-11.53515,0.2791605,56.66105,8.596717,,ACCELERATE
-1,7.516304,5.652263,4.951521,4.269971,-11.6048,0.2791605,56.65542,8.601408,,ACCELERATE
-1,7.524812,5.644845,4.957155,4.264332,-11.6761,0.2791605,56.6497,8.60621,,ACCELERATE
-1,7.533439,5.637298,4.962876,4.258606,-11.76453,0.2791604,56.64262,8.612165,,ACCELERATE
-1,7.544106,5.627966,4.969961,4.251514,-11.84841,0.2791605,56.63591,8.617815,,ACCELERATE
-1,7.554235,5.619108,4.976687,4.244781,-11.91783,0.2791605,56.63038,8.62249,,ACCELERATE
-1,7.562576,5.611814,4.982218,4.239247,-11.9868,0.2791605,56.62492,8.627134,,ACCELERATE
-1,7.570805,5.604615,4.987679,4.233781,-12.05928,0.2791605,56.61919,8.632016,,ACCELERATE
-1,7.579483,5.597041,4.99342,4.228035,-12.12244,0.2791606,56.61419,8.63627,,ACCELERATE
-1,7.587018,5.590449,4.998423,4.223029,-12.18383,0.2791606,56.60934,8.640404,,ACCELERATE
-1,7.59433,5.584046,5.003276,4.218171,-12.29107,0.2791606,56.60094,8.647626,,ACCELERATE
-1,7.607011,5.572968,5.011682,4.20976,-12.37806,0.2791606,56.59414,8.653484,,ACCELERATE
-1,7.617301,5.563976,5.018493,4.202944,-12.44892,0.2791606,56.58859,8.658257,,ACCELERATE
-1,7.625676,5.556657,5.024046,4.197387,-12.52653,0.2791605,56.58257,8.663482,,ACCELERATE
-1,7.634764,5.548698,5.030081,4.191347,-12.61125,0.2791604,56.576,8.669187,,ACCELERATE
-1,7.64469,5.540027,5.036648,4.184777,-12.67361,0.2791605,56.57117,8.673386,,ACCELERATE
-1,7.651995,5.533649,5.041483,4.179938,-12.78317,0.2791604,56.5627,8.680763,,ACCELERATE
-1,7.664787,5.522452,5.049968,4.171447,-12.87547,0.2791604,56.55562,8.686978,,ACCELERATE
-1,7.675494,5.513099,5.057058,4.164352,-12.95058,0.2791603,56.54985,8.692036,,ACCELERATE
-1,7.68422,5.505486,5.06283,4.158577,-13.03045,0.2791604,56.54373,8.697413,,ACCELERATE
-1,7.693472,5.497384,5.068964,4.152439,-13.10234,0.2791604,56.53824,8.702254,,ACCELERATE
-1,7.701762,5.49013,5.074461,4.146939,-13.18068,0.2791604,56.53228,8.707529,,ACCELERATE
-1,7.710796,5.482253,5.080424,4.140973,-13.30023,0.2791603,56.52319,8.715578,,ACCELERATE
-1,7.724529,5.470238,5.089525,4.131866,-13.37896,0.2791602,56.51721,8.720879,,ACCELERATE
-1,7.733572,5.462327,5.095515,4.125874,-13.4519,0.2791604,56.51172,8.725789,,ACCELERATE
-1,7.741889,5.455062,5.101016,4.12037,-13.52667,0.2791605,56.50608,8.730823,,ACCELERATE
-1,7.750427,5.447608,5.106661,4.114722,-13.59051,0.2791608,56.50127,8.735121,,ACCELERATE
-1,7.757712,5.441242,5.111482,4.109899,-13.65829,0.2791612,56.49616,8.739684,,ACCELERATE
-1,7.765439,5.434486,5.1166,4.104782,-13.76012,0.2791609,56.48853,8.74654,,ACCELERATE
-1,7.776996,5.424397,5.124238,4.097141,-13.86378,0.2791602,56.48078,8.753518,,ACCELERATE
-1,7.788728,5.414142,5.132004,4.08937,-13.93052,0.2791597,56.47578,8.758011,,ACCELERATE
-1,7.796288,5.40754,5.137005,4.084367,-14.00301,0.2791597,56.47038,8.762891,,ACCELERATE
-1,7.804466,5.400383,5.142414,4.078956,-14.0951,0.2791601,56.46354,8.769091,,ACCELERATE
-1,7.814834,5.391329,5.149268,4.072099,-14.16542,0.2791605,56.45831,8.773825,,ACCELERATE
-1,7.822735,5.38442,5.154505,4.06686,-14.2746,0.2791609,56.45021,8.781175,,ACCELERATE
-1,7.835024,5.373697,5.162613,4.058744,-14.36307,0.2791605,56.44369,8.78713,,ACCELERATE
-1,7.844901,5.365059,5.169153,4.052202,-14.4446,0.2791602,56.43767,8.792619,,ACCELERATE
-1,7.854018,5.357092,5.175181,4.046171,-14.52725,0.2791599,56.43157,8.798182,,ACCELERATE
-1,7.863261,5.349011,5.181291,4.04006,-14.60332,0.2791598,56.42597,8.803304,,ACCELERATE
-1,7.871757,5.34161,5.186894,4.034453,-14.68645,0.2791601,56.41988,8.808899,,ACCELERATE
-1,7.88097,5.333541,5.192999,4.028347,-14.81454,0.2791605,56.41048,8.817521,,ACCELERATE
-1,7.895236,5.321104,5.202408,4.018935,-14.89248,0.2791605,56.40478,8.822768,,ACCELERATE
-1,7.903862,5.31355,5.208123,4.013218,-14.9731,0.2791604,56.3989,8.828195,,ACCELERATE
-1,7.912793,5.305756,5.214015,4.007325,-15.05631,0.2791602,56.39283,8.833797,,ACCELERATE
-1,7.921988,5.297723,5.220093,4.001245,-15.13608,0.2791601,56.38701,8.839166,,ACCELERATE
-1,7.930811,5.290016,5.225922,3.995413,-15.23241,0.2791602,56.38002,8.84565,,ACCELERATE
-1,7.941416,5.280751,5.232926,3.988408,-15.32944,0.2791602,56.37298,8.85218,,ACCELERATE
-1,7.952102,5.271425,5.239979,3.981352,-15.40805,0.2791602,56.36728,8.857472,,ACCELERATE
-1,7.960746,5.263873,5.245694,3.975636,-15.48927,0.2791602,56.3614,8.862939,,ACCELERATE
-1,7.96966,5.256083,5.251582,3.969747,-15.57235,0.2791601,56.3554,8.868531,,ACCELERATE
-1,7.978755,5.248141,5.257591,3.963735,-15.64327,0.27916,56.35027,8.873305,,ACCELERATE
-1,7.98654,5.241343,5.262726,3.9586,-15.75199,0.2791601,56.34243,8.880623,,ACCELERATE
-1,7.998452,5.23095,5.270583,3.950742,-15.84316,0.2791602,56.33588,8.88676,,ACCELERATE
-1,8.008389,5.222271,5.27715,3.944172,-15.92629,0.2791604,56.3299,8.892355,,ACCELERATE
-1,8.017467,5.214354,5.283134,3.938188,-16.00743,0.2791607,56.32407,8.897817,,ACCELERATE
-1,8.02632,5.206601,5.288986,3.932334,-16.07424,0.2791609,56.31927,8.902313,,ACCELERATE
-1,8.033603,5.200253,5.293785,3.927535,-16.14477,0.2791606,56.31422,8.907061,,ACCELERATE
-1,8.041258,5.193563,5.298846,3.922472,-16.25217,0.2791601,56.30654,8.914289,,ACCELERATE
-1,8.052931,5.18338,5.306542,3.914775,-16.32793,0.2791596,56.30112,8.919389,,ACCELERATE
-1,8.061154,5.176193,5.311979,3.909337,-16.40382,0.27916,56.2957,8.924497,,ACCELERATE
-1,8.069362,5.169022,5.317404,3.903912,-16.48738,0.2791604,56.28975,8.93012,,ACCELERATE
-1,8.07842,5.161111,5.323372,3.897943,-16.55659,0.2791607,56.28481,8.934779,,ACCELERATE
-1,8.085901,5.154573,5.328319,3.892994,-16.6229,0.2791611,56.28008,8.939242,,ACCELERATE
-1,8.093096,5.148309,5.333052,3.88826,-16.7304,0.2791607,56.27244,8.946477,,ACCELERATE
-1,8.104696,5.138181,5.340714,3.880598,-16.83276,0.2791601,56.26517,8.953366,,ACCELERATE
-1,8.115736,5.128546,5.347993,3.873317,-16.90292,0.2791598,56.26019,8.958088,,ACCELERATE
-1,8.123293,5.121942,5.352989,3.868319,-16.97259,0.2791598,56.25525,8.962777,,ACCELERATE
-1,8.130788,5.115385,5.357941,3.863367,-17.04657,0.2791599,56.25,8.967756,,ACCELERATE
-1,8.138765,5.108438,5.36319,3.858117,-17.1126,0.2791601,56.24533,8.9722,,ACCELERATE
-1,8.145861,5.102237,5.367877,3.853429,-17.20252,0.2791603,56.23896,8.978252,,ACCELERATE
-1,8.155523,5.093789,5.374262,3.847043,-17.29212,0.2791603,56.23263,8.984282,,ACCELERATE
-1,8.165163,5.085392,5.380601,3.840704,-17.37734,0.2791601,56.22661,8.990018,,ACCELERATE
-1,8.174286,5.077421,5.386631,3.834674,-17.44123,0.2791601,56.2221,8.994318,,ACCELERATE
-1,8.18115,5.071432,5.391154,3.830151,-17.51701,0.27916,56.21675,8.999418,,ACCELERATE
-1,8.18928,5.064338,5.39651,3.824793,-17.58401,0.2791602,56.21203,9.003927,,ACCELERATE
-1,8.196457,5.058079,5.40124,3.820064,-17.65596,0.2791601,56.20697,9.008769,,ACCELERATE
-1,8.204126,5.051359,5.406317,3.814986,-17.77295,0.2791602,56.19873,9.016644,,ACCELERATE
-1,8.216673,5.040426,5.414571,3.806731,-17.84569,0.2791602,56.19361,9.021539,,ACCELERATE
-1,8.22268,5.033645,5.419699,3.801604,-17.91607,0.2791602,56.18867,9.026275,,ACCELERATE
-1,8.227874,5.027084,5.424654,3.796648,-17.98948,0.2791603,56.18351,9.031216,,ACCELERATE
-1,8.233277,5.020256,5.42982,3.791482,-18.06247,0.2791604,56.17839,9.036127,,ACCELERATE
-1,8.238661,5.01345,5.434954,3.786347,-18.12502,0.2791605,56.17399,9.040337,,ACCELERATE
-1,8.243259,5.00762,5.439358,3.781942,-18.24134,0.2791604,56.16584,9.048164,,ACCELERATE
-1,8.251809,4.996809,5.447529,3.773771,-18.32335,0.2791602,56.1601,9.053684,,ACCELERATE
-1,8.257813,4.989195,5.453283,3.768016,-18.39496,0.27916,56.15508,9.058503,,ACCELERATE
-1,8.263081,4.982542,5.458307,3.762992,-18.46692,0.2791602,56.15005,9.063346,,ACCELERATE
-1,8.268367,4.975859,5.463354,3.757945,-18.54323,0.2791603,56.14471,9.068481,,ACCELERATE
-1,8.27394,4.968786,5.468698,3.752599,-18.60782,0.2791604,56.1402,9.072828,,ACCELERATE
-1,8.278674,4.962799,5.473225,3.748072,-18.70114,0.2791606,56.13367,9.079108,,ACCELERATE
-1,8.28553,4.95414,5.479761,3.741538,-18.78912,0.2791604,56.12754,9.08503,,ACCELERATE
-1,8.291944,4.945993,5.485913,3.735385,-18.86502,0.2791603,56.12225,9.090137,,ACCELERATE
-1,8.297481,4.938983,5.491214,3.730082,-18.92724,0.2791601,56.1179,9.094325,,ACCELERATE
